Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label
1014.3,1.95,3.7,-1.9,8.3,13.94,222,1
1014.3,1.95,3.7,-1.9,8.3,7.44,83,1
1014.3,1.95,3.7,-1.9,8.3,10.08,280,1
1014.3,1.95,3.7,-1.9,8.3,15.34,350,3
1014.3,1.95,3.7,-1.9,8.3,8.05,70,1
1014.3,1.95,3.7,-1.9,8.3,8.82,211,1
1014.3,1.95,3.7,-1.9,8.3,14.49,301,1
1014.3,1.95,3.7,-1.9,8.3,24.63,192,3
1014.3,1.95,3.7,-1.9,8.3,6.2,169,1
1014.3,1.95,3.7,-1.9,8.3,19.46,352,3
1014.3,2.73,24.1,18.5,29.7,10.93,321,1
1014.3,2.73,24.1,18.5,29.7,5.43,249,1
1014.3,2.73,24.1,18.5,29.7,16.63,200,3
1014.3,2.73,24.1,18.5,29.7,7.5,350,1
1014.3,2.73,24.1,18.5,29.7,4.62,252,1
1014.3,2.73,24.1,18.5,29.7,11.09,112,1
1014.3,2.73,24.1,18.5,29.7,4.8,308,1
1014.3,2.73,24.1,18.5,29.7,10.11,148,1
1014.3,2.73,24.1,18.5,29.7,4.81,206,1
1014.3,2.73,24.1,18.5,29.7,21.56,338,3
1014.3,2.73,24.1,18.5,29.7,25.76,319,3
1014.3,2.73,24.1,18.5,29.7,9.56,287,1
1014.3,2.73,24.1,18.5,29.7,11.58,303,1
1014.3,2.73,24.1,18.5,29.7,7.7,0,1
1014.3,2.73,24.1,18.5,29.7,1.61,100,1
1014.3,2.73,24.1,18.5,29.7,4.83,90,1
1014.3,2.73,24.1,18.5,29.7,14.49,290,1
1014.3,2.73,24.1,18.5,29.7,14.49,150,1
1014.3,2.73,24.1,18.5,29.7,12.88,10,1
1014.3,2.73,24.1,18.5,29.7,13.85,64,1
1014.3,2.73,24.1,18.5,29.7,8.05,330,1
1014.3,2.73,24.1,18.5,29.7,11.27,150,1
1014.3,2.73,24.1,18.5,29.7,11.27,130,1
1014.3,2.73,24.1,18.5,29.7,28.98,300,3
1014.3,2.73,24.1,18.5,29.7,12.88,310,1
1014.3,2.73,24.1,18.5,29.7,9.66,280,1
1014.3,2.73,24.1,18.5,29.7,3.22,250,1
1014.3,2.73,24.1,18.5,29.7,6.44,260,1
1014.3,2.73,24.1,18.5,29.7,11.27,340,1
1014.3,2.73,24.1,18.5,29.7,14.49,350,1
1014.3,2.73,24.1,18.5,29.7,11.27,10,1
1014.3,2.73,24.1,18.5,29.7,16.1,30,3
1014.3,2.73,24.1,18.5,29.7,9.66,240,1
1014.3,2.73,24.1,18.5,29.7,11.27,170,1
1014.3,2.73,24.1,18.5,29.7,6.44,140,1
1014.3,2.73,24.1,18.5,29.7,14.49,240,1
1014.3,2.73,24.1,18.5,29.7,28.98,20,3
1014.3,2.73,24.1,18.5,29.7,8.05,60,1
1014.3,2.73,24.1,18.5,29.7,8.05,150,1
1014.3,2.73,24.1,18.5,29.7,8.05,130,1
1014.3,2.73,24.1,18.5,29.7,14.49,330,1
1014.3,2.73,24.1,18.5,29.7,12.88,330,1
1014.3,2.73,24.1,18.5,29.7,3.22,220,1
1014.3,2.73,24.1,18.5,29.7,0,0,1
1014.3,2.73,24.1,18.5,29.7,11.27,340,1
1014.3,2.73,24.1,18.5,29.7,6.44,20,1
1014.3,2.73,24.1,18.5,29.7,16.1,90,3
1014.3,2.73,24.1,18.5,29.7,14.49,150,1
1014.3,2.73,24.1,18.5,29.7,9.66,120,1
1014.3,2.73,24.1,18.5,29.7,0,0,1
1014.3,2.73,24.1,18.5,29.7,9.45,61,1
1014.3,2.73,24.1,18.5,29.7,0.72,310,1
1014.3,2.73,24.1,18.5,29.7,1.26,26,1
1014.3,2.73,24.1,18.5,29.7,16,270,3
1014.3,2.73,24.1,18.5,29.7,9.19,311,1
1014.3,2.73,24.1,18.5,29.7,7.37,149,1
1014.3,2.73,24.1,18.5,29.7,9.29,262,1
1014.3,2.73,24.1,18.5,29.7,17.16,250,3
1014.3,2.73,24.1,18.5,29.7,0,0,1
1014.3,2.73,24.1,18.5,29.7,15.67,9,3
1014.3,2.73,24.1,18.5,29.7,17.71,350,3
1014.3,2.73,24.1,18.5,29.7,9.66,180,1
1014.3,2.73,24.1,18.5,29.7,7.82,297,1
1014.3,2.73,24.1,18.5,29.7,0,0,1
1014.3,2.73,24.1,18.5,29.7,9.66,50,1
1014.3,2.73,24.1,18.5,29.7,4.83,270,1
1014.3,2.73,24.1,18.5,29.7,9.66,290,1
1014.3,2.73,24.1,18.5,29.7,6.26,205,1
1014.3,2.73,24.1,18.5,29.7,3.16,188,1
1014.3,2.73,24.1,18.5,29.7,21.88,160,3
1014.3,2.73,24.1,18.5,29.7,10.38,282,1
1014.3,2.73,24.1,18.5,29.7,6.25,209,1
1014.3,2.73,24.1,18.5,29.7,6.42,280,1
1014.3,2.73,24.1,18.5,29.7,3.51,257,1
1014.3,2.73,24.1,18.5,29.7,16.45,10,3
1014.3,2.73,24.1,18.5,29.7,3.59,260,1
1014.3,2.73,24.1,18.5,29.7,11.53,160,1
1014.3,2.73,24.1,18.5,29.7,3.25,19,1
1014.3,2.73,24.1,18.5,29.7,19.13,8,3
1014.3,2.73,24.1,18.5,29.7,7.36,160,1
1014.3,2.73,24.1,18.5,29.7,3.22,300,1
1014.3,2.73,24.1,18.5,29.7,13.94,222,1
1014.3,2.73,24.1,18.5,29.7,7.44,83,1
1014.3,2.73,24.1,18.5,29.7,10.08,280,1
1014.3,2.73,24.1,18.5,29.7,15.34,350,3
1014.3,2.73,24.1,18.5,29.7,8.05,70,1
1014.3,2.73,24.1,18.5,29.7,8.82,211,1
1014.3,2.73,24.1,18.5,29.7,14.49,301,1
1014.3,2.73,24.1,18.5,29.7,24.63,192,3
1014.3,2.73,24.1,18.5,29.7,6.2,169,1
1014.3,2.73,24.1,18.5,29.7,19.46,352,3
1014.3,0.68,2.6,-0.5,6.8,10.93,321,1
1014.3,0.68,2.6,-0.5,6.8,5.43,249,1
1014.3,0.68,2.6,-0.5,6.8,16.63,200,3
1014.3,0.68,2.6,-0.5,6.8,7.5,350,1
1014.3,0.68,2.6,-0.5,6.8,4.62,252,1
1014.3,0.68,2.6,-0.5,6.8,11.09,112,1
1014.3,0.68,2.6,-0.5,6.8,4.8,308,1
1014.3,0.68,2.6,-0.5,6.8,10.11,148,1
1014.3,0.68,2.6,-0.5,6.8,4.81,206,1
1014.3,0.68,2.6,-0.5,6.8,21.56,338,3
1014.3,0.68,2.6,-0.5,6.8,25.76,319,3
1014.3,0.68,2.6,-0.5,6.8,9.56,287,1
1014.3,0.68,2.6,-0.5,6.8,11.58,303,1
1014.3,0.68,2.6,-0.5,6.8,7.7,0,1
1014.3,0.68,2.6,-0.5,6.8,1.61,100,1
1014.3,0.68,2.6,-0.5,6.8,4.83,90,1
1014.3,0.68,2.6,-0.5,6.8,14.49,290,1
1014.3,0.68,2.6,-0.5,6.8,14.49,150,1
1014.3,0.68,2.6,-0.5,6.8,12.88,10,1
1014.3,0.68,2.6,-0.5,6.8,13.85,64,1
1014.3,0.68,2.6,-0.5,6.8,8.05,330,1
1014.3,0.68,2.6,-0.5,6.8,11.27,150,1
1014.3,0.68,2.6,-0.5,6.8,11.27,130,1
1014.3,0.68,2.6,-0.5,6.8,28.98,300,3
1014.3,0.68,2.6,-0.5,6.8,12.88,310,1
1014.3,0.68,2.6,-0.5,6.8,9.66,280,1
1014.3,0.68,2.6,-0.5,6.8,3.22,250,1
1014.3,0.68,2.6,-0.5,6.8,6.44,260,1
1014.3,0.68,2.6,-0.5,6.8,11.27,340,1
1014.3,0.68,2.6,-0.5,6.8,14.49,350,1
1014.3,0.68,2.6,-0.5,6.8,11.27,10,1
1014.3,0.68,2.6,-0.5,6.8,16.1,30,3
1014.3,0.68,2.6,-0.5,6.8,9.66,240,1
1014.3,0.68,2.6,-0.5,6.8,11.27,170,1
1014.3,0.68,2.6,-0.5,6.8,6.44,140,1
1014.3,0.68,2.6,-0.5,6.8,14.49,240,1
1014.3,0.68,2.6,-0.5,6.8,28.98,20,3
1014.3,0.68,2.6,-0.5,6.8,8.05,60,1
1014.3,0.68,2.6,-0.5,6.8,8.05,150,1
1014.3,0.68,2.6,-0.5,6.8,8.05,130,1
1014.3,0.68,2.6,-0.5,6.8,14.49,330,1
1014.3,0.68,2.6,-0.5,6.8,12.88,330,1
1014.3,0.68,2.6,-0.5,6.8,3.22,220,1
1014.3,0.68,2.6,-0.5,6.8,0,0,1
1014.3,0.68,2.6,-0.5,6.8,11.27,340,1
1014.3,0.68,2.6,-0.5,6.8,6.44,20,1
1014.3,0.68,2.6,-0.5,6.8,16.1,90,3
1014.3,0.68,2.6,-0.5,6.8,14.49,150,1
1014.3,0.68,2.6,-0.5,6.8,9.66,120,1
1014.3,0.68,2.6,-0.5,6.8,0,0,1
1014.3,0.68,2.6,-0.5,6.8,9.45,61,1
1014.3,0.68,2.6,-0.5,6.8,0.72,310,1
1014.3,0.68,2.6,-0.5,6.8,1.26,26,1
1014.3,0.68,2.6,-0.5,6.8,16,270,3
1014.3,0.68,2.6,-0.5,6.8,9.19,311,1
1014.3,0.68,2.6,-0.5,6.8,7.37,149,1
1014.3,0.68,2.6,-0.5,6.8,9.29,262,1
1014.3,0.68,2.6,-0.5,6.8,17.16,250,3
1014.3,0.68,2.6,-0.5,6.8,0,0,1
1014.3,0.68,2.6,-0.5,6.8,15.67,9,3
1014.3,0.68,2.6,-0.5,6.8,17.71,350,3
1014.3,0.68,2.6,-0.5,6.8,9.66,180,1
1014.3,0.68,2.6,-0.5,6.8,7.82,297,1
1014.3,0.68,2.6,-0.5,6.8,0,0,1
1014.3,0.68,2.6,-0.5,6.8,9.66,50,1
1014.3,0.68,2.6,-0.5,6.8,4.83,270,1
1014.3,0.68,2.6,-0.5,6.8,9.66,290,1
1014.3,0.68,2.6,-0.5,6.8,6.26,205,1
1014.3,0.68,2.6,-0.5,6.8,3.16,188,1
1014.3,0.68,2.6,-0.5,6.8,21.88,160,3
1014.3,0.68,2.6,-0.5,6.8,10.38,282,1
1014.3,0.68,2.6,-0.5,6.8,6.25,209,1
1014.3,0.68,2.6,-0.5,6.8,6.42,280,1
1014.3,0.68,2.6,-0.5,6.8,3.51,257,1
1014.3,0.68,2.6,-0.5,6.8,16.45,10,3
1014.3,0.68,2.6,-0.5,6.8,3.59,260,1
1014.3,0.68,2.6,-0.5,6.8,11.53,160,1
1014.3,0.68,2.6,-0.5,6.8,3.25,19,1
1014.3,0.68,2.6,-0.5,6.8,19.13,8,3
1014.3,0.68,2.6,-0.5,6.8,7.36,160,1
1014.3,0.68,2.6,-0.5,6.8,3.22,300,1
1014.3,0.68,2.6,-0.5,6.8,13.94,222,1
1014.3,0.68,2.6,-0.5,6.8,7.44,83,1
1014.3,0.68,2.6,-0.5,6.8,10.08,280,1
1014.3,0.68,2.6,-0.5,6.8,15.34,350,3
1014.3,0.68,2.6,-0.5,6.8,8.05,70,1
1014.3,0.68,2.6,-0.5,6.8,8.82,211,1
1014.3,0.68,2.6,-0.5,6.8,14.49,301,1
1014.3,0.68,2.6,-0.5,6.8,24.63,192,3
1014.3,0.68,2.6,-0.5,6.8,6.2,169,1
1014.3,0.68,2.6,-0.5,6.8,19.46,352,3
1014.3,2.59,17.9,11.6,24.2,10.93,321,1
1014.3,2.59,17.9,11.6,24.2,5.43,249,1
1014.3,2.59,17.9,11.6,24.2,16.63,200,3
1014.3,2.59,17.9,11.6,24.2,7.5,350,1
1014.3,2.59,17.9,11.6,24.2,4.62,252,1
1014.3,2.59,17.9,11.6,24.2,11.09,112,1
1014.3,2.59,17.9,11.6,24.2,4.8,308,1
1014.3,2.59,17.9,11.6,24.2,10.11,148,1
1014.3,2.59,17.9,11.6,24.2,4.81,206,1
1014.3,2.59,17.9,11.6,24.2,21.56,338,3
1014.3,2.59,17.9,11.6,24.2,25.76,319,3
1014.3,2.59,17.9,11.6,24.2,9.56,287,1
1014.3,2.59,17.9,11.6,24.2,11.58,303,1
1014.3,2.59,17.9,11.6,24.2,7.7,0,1
1014.3,2.59,17.9,11.6,24.2,1.61,100,1
1014.3,2.59,17.9,11.6,24.2,4.83,90,1
1014.3,2.59,17.9,11.6,24.2,14.49,290,1
1014.3,2.59,17.9,11.6,24.2,14.49,150,1
1014.3,2.59,17.9,11.6,24.2,12.88,10,1
1014.3,2.59,17.9,11.6,24.2,13.85,64,1
1014.3,2.59,17.9,11.6,24.2,8.05,330,1
1014.3,2.59,17.9,11.6,24.2,11.27,150,1
1014.3,2.59,17.9,11.6,24.2,11.27,130,1
1014.3,2.59,17.9,11.6,24.2,28.98,300,3
1014.3,2.59,17.9,11.6,24.2,12.88,310,1
1014.3,2.59,17.9,11.6,24.2,9.66,280,1
1014.3,2.59,17.9,11.6,24.2,3.22,250,1
1014.3,2.59,17.9,11.6,24.2,6.44,260,1
1014.3,2.59,17.9,11.6,24.2,11.27,340,1
1014.3,2.59,17.9,11.6,24.2,14.49,350,1
1014.3,2.59,17.9,11.6,24.2,11.27,10,1
1014.3,2.59,17.9,11.6,24.2,16.1,30,3
1014.3,2.59,17.9,11.6,24.2,9.66,240,1
1014.3,2.59,17.9,11.6,24.2,11.27,170,1
1014.3,2.59,17.9,11.6,24.2,6.44,140,1
1014.3,2.59,17.9,11.6,24.2,14.49,240,1
1014.3,2.59,17.9,11.6,24.2,28.98,20,3
1014.3,2.59,17.9,11.6,24.2,8.05,60,1
1014.3,2.59,17.9,11.6,24.2,8.05,150,1
1014.3,2.59,17.9,11.6,24.2,8.05,130,1
1014.3,2.59,17.9,11.6,24.2,14.49,330,1
1014.3,2.59,17.9,11.6,24.2,12.88,330,1
1014.3,2.59,17.9,11.6,24.2,3.22,220,1
1014.3,2.59,17.9,11.6,24.2,0,0,1
1014.3,2.59,17.9,11.6,24.2,11.27,340,1
1014.3,2.59,17.9,11.6,24.2,6.44,20,1
1014.3,2.59,17.9,11.6,24.2,16.1,90,3
1014.3,2.59,17.9,11.6,24.2,14.49,150,1
1014.3,2.59,17.9,11.6,24.2,9.66,120,1
1014.3,2.59,17.9,11.6,24.2,0,0,1
1014.3,2.59,17.9,11.6,24.2,9.45,61,1
1014.3,2.59,17.9,11.6,24.2,0.72,310,1
1014.3,2.59,17.9,11.6,24.2,1.26,26,1
1014.3,2.59,17.9,11.6,24.2,16,270,3
1014.3,2.59,17.9,11.6,24.2,9.19,311,1
1014.3,2.59,17.9,11.6,24.2,7.37,149,1
1014.3,2.59,17.9,11.6,24.2,9.29,262,1
1014.3,2.59,17.9,11.6,24.2,17.16,250,3
1014.3,2.59,17.9,11.6,24.2,0,0,1
1014.3,2.59,17.9,11.6,24.2,15.67,9,3
1014.3,2.59,17.9,11.6,24.2,17.71,350,3
1014.3,2.59,17.9,11.6,24.2,9.66,180,1
1014.3,2.59,17.9,11.6,24.2,7.82,297,1
1014.3,2.59,17.9,11.6,24.2,0,0,1
1014.3,2.59,17.9,11.6,24.2,9.66,50,1
1014.3,2.59,17.9,11.6,24.2,4.83,270,1
1014.3,2.59,17.9,11.6,24.2,9.66,290,1
1014.3,2.59,17.9,11.6,24.2,6.26,205,1
1014.3,2.59,17.9,11.6,24.2,3.16,188,1
1014.3,2.59,17.9,11.6,24.2,21.88,160,3
1014.3,2.59,17.9,11.6,24.2,10.38,282,1
1014.3,2.59,17.9,11.6,24.2,6.25,209,1
1014.3,2.59,17.9,11.6,24.2,6.42,280,1
1014.3,2.59,17.9,11.6,24.2,3.51,257,1
1014.3,2.59,17.9,11.6,24.2,16.45,10,3
1014.3,2.59,17.9,11.6,24.2,3.59,260,1
1014.3,2.59,17.9,11.6,24.2,11.53,160,1
1014.3,2.59,17.9,11.6,24.2,3.25,19,1
1014.3,2.59,17.9,11.6,24.2,19.13,8,3
1014.3,2.59,17.9,11.6,24.2,7.36,160,1
1014.3,2.59,17.9,11.6,24.2,3.22,300,1
1014.3,2.59,17.9,11.6,24.2,13.94,222,1
1014.3,2.59,17.9,11.6,24.2,7.44,83,1
1014.3,2.59,17.9,11.6,24.2,10.08,280,1
1014.3,2.59,17.9,11.6,24.2,15.34,350,3
1014.3,2.59,17.9,11.6,24.2,8.05,70,1
1014.3,2.59,17.9,11.6,24.2,8.82,211,1
1014.3,2.59,17.9,11.6,24.2,14.49,301,1
1014.3,2.59,17.9,11.6,24.2,24.63,192,3
1014.3,2.59,17.9,11.6,24.2,6.2,169,1
1014.3,2.59,17.9,11.6,24.2,19.46,352,3
1014.3,3,24,18.6,29.6,10.93,321,1
1014.3,3,24,18.6,29.6,5.43,249,1
1014.3,3,24,18.6,29.6,16.63,200,3
1014.3,3,24,18.6,29.6,7.5,350,1
1014.3,3,24,18.6,29.6,4.62,252,1
1014.3,3,24,18.6,29.6,11.09,112,1
1014.3,3,24,18.6,29.6,4.8,308,1
1014.3,3,24,18.6,29.6,10.11,148,1
1014.3,3,24,18.6,29.6,4.81,206,1
1014.3,3,24,18.6,29.6,21.56,338,3
1014.3,3,24,18.6,29.6,25.76,319,3
1014.3,3,24,18.6,29.6,9.56,287,1
1014.3,3,24,18.6,29.6,11.58,303,1
1014.3,3,24,18.6,29.6,7.7,0,1
1014.3,3,24,18.6,29.6,1.61,100,1
1014.3,3,24,18.6,29.6,4.83,90,1
1014.3,3,24,18.6,29.6,14.49,290,1
1014.3,3,24,18.6,29.6,14.49,150,1
1014.3,3,24,18.6,29.6,12.88,10,1
1014.3,3,24,18.6,29.6,13.85,64,1
1014.3,3,24,18.6,29.6,8.05,330,1
1014.3,3,24,18.6,29.6,11.27,150,1
1014.3,3,24,18.6,29.6,11.27,130,1
1014.3,3,24,18.6,29.6,28.98,300,3
1014.3,3,24,18.6,29.6,12.88,310,1
1014.3,3,24,18.6,29.6,9.66,280,1
1014.3,3,24,18.6,29.6,3.22,250,1
1014.3,3,24,18.6,29.6,6.44,260,1
1014.3,3,24,18.6,29.6,11.27,340,1
1014.3,3,24,18.6,29.6,14.49,350,1
1014.3,3,24,18.6,29.6,11.27,10,1
1014.3,3,24,18.6,29.6,16.1,30,3
1014.3,3,24,18.6,29.6,9.66,240,1
1014.3,3,24,18.6,29.6,11.27,170,1
1014.3,3,24,18.6,29.6,6.44,140,1
1014.3,3,24,18.6,29.6,14.49,240,1
1014.3,3,24,18.6,29.6,28.98,20,3
1014.3,3,24,18.6,29.6,8.05,60,1
1014.3,3,24,18.6,29.6,8.05,150,1
1014.3,3,24,18.6,29.6,8.05,130,1
1014.3,3,24,18.6,29.6,14.49,330,1
1014.3,3,24,18.6,29.6,12.88,330,1
1014.3,3,24,18.6,29.6,3.22,220,1
1014.3,3,24,18.6,29.6,0,0,1
1014.3,3,24,18.6,29.6,11.27,340,1
1014.3,3,24,18.6,29.6,6.44,20,1
1014.3,3,24,18.6,29.6,16.1,90,3
1014.3,3,24,18.6,29.6,14.49,150,1
1014.3,3,24,18.6,29.6,9.66,120,1
1014.3,3,24,18.6,29.6,0,0,1
1014.3,3,24,18.6,29.6,9.45,61,1
1014.3,3,24,18.6,29.6,0.72,310,1
1014.3,3,24,18.6,29.6,1.26,26,1
1014.3,3,24,18.6,29.6,16,270,3
1014.3,3,24,18.6,29.6,9.19,311,1
1014.3,3,24,18.6,29.6,7.37,149,1
1014.3,3,24,18.6,29.6,9.29,262,1
1014.3,3,24,18.6,29.6,17.16,250,3
1014.3,3,24,18.6,29.6,0,0,1
1014.3,3,24,18.6,29.6,15.67,9,3
1014.3,3,24,18.6,29.6,17.71,350,3
1014.3,3,24,18.6,29.6,9.66,180,1
1014.3,3,24,18.6,29.6,7.82,297,1
1014.3,3,24,18.6,29.6,0,0,1
1014.3,3,24,18.6,29.6,9.66,50,1
1014.3,3,24,18.6,29.6,4.83,270,1
1014.3,3,24,18.6,29.6,9.66,290,1
1014.3,3,24,18.6,29.6,6.26,205,1
1014.3,3,24,18.6,29.6,3.16,188,1
1014.3,3,24,18.6,29.6,21.88,160,3
1014.3,3,24,18.6,29.6,10.38,282,1
1014.3,3,24,18.6,29.6,6.25,209,1
1014.3,3,24,18.6,29.6,6.42,280,1
1014.3,3,24,18.6,29.6,3.51,257,1
1014.3,3,24,18.6,29.6,16.45,10,3
1014.3,3,24,18.6,29.6,3.59,260,1
1014.3,3,24,18.6,29.6,11.53,160,1
1014.3,3,24,18.6,29.6,3.25,19,1
1014.3,3,24,18.6,29.6,19.13,8,3
1014.3,3,24,18.6,29.6,7.36,160,1
1014.3,3,24,18.6,29.6,3.22,300,1
1014.3,3,24,18.6,29.6,13.94,222,1
1014.3,3,24,18.6,29.6,7.44,83,1
1014.3,3,24,18.6,29.6,10.08,280,1
1014.3,3,24,18.6,29.6,15.34,350,3
1014.3,3,24,18.6,29.6,8.05,70,1
1014.3,3,24,18.6,29.6,8.82,211,1
1014.3,3,24,18.6,29.6,14.49,301,1
1014.3,3,24,18.6,29.6,24.63,192,3
1014.3,3,24,18.6,29.6,6.2,169,1
1014.3,3,24,18.6,29.6,19.46,352,3
1014.3,2.92,24,15.9,31,10.93,321,1
1014.3,2.92,24,15.9,31,5.43,249,1
1014.3,2.92,24,15.9,31,16.63,200,3
1014.3,2.92,24,15.9,31,7.5,350,1
1014.3,2.92,24,15.9,31,4.62,252,1
1014.3,2.92,24,15.9,31,11.09,112,1
1014.3,2.92,24,15.9,31,4.8,308,1
1014.3,2.92,24,15.9,31,10.11,148,1
1014.3,2.92,24,15.9,31,4.81,206,1
1014.3,2.92,24,15.9,31,21.56,338,3
1014.3,2.92,24,15.9,31,25.76,319,3
1014.3,2.92,24,15.9,31,9.56,287,1
1014.3,2.92,24,15.9,31,11.58,303,1
1014.3,2.92,24,15.9,31,7.7,0,1
1014.3,2.92,24,15.9,31,1.61,100,1
1014.3,2.92,24,15.9,31,4.83,90,1
1014.3,2.92,24,15.9,31,14.49,290,1
1014.3,2.92,24,15.9,31,14.49,150,1
1014.3,2.92,24,15.9,31,12.88,10,1
1014.3,2.92,24,15.9,31,13.85,64,1
1014.3,2.92,24,15.9,31,8.05,330,1
1014.3,2.92,24,15.9,31,11.27,150,1
1014.3,2.92,24,15.9,31,11.27,130,1
1014.3,2.92,24,15.9,31,28.98,300,3
1014.3,2.92,24,15.9,31,12.88,310,1
1014.3,2.92,24,15.9,31,9.66,280,1
1014.3,2.92,24,15.9,31,3.22,250,1
1014.3,2.92,24,15.9,31,6.44,260,1
1014.3,2.92,24,15.9,31,11.27,340,1
1014.3,2.92,24,15.9,31,14.49,350,1
1014.3,2.92,24,15.9,31,11.27,10,1
1014.3,2.92,24,15.9,31,16.1,30,3
1014.3,2.92,24,15.9,31,9.66,240,1
1014.3,2.92,24,15.9,31,11.27,170,1
1014.3,2.92,24,15.9,31,6.44,140,1
1014.3,2.92,24,15.9,31,14.49,240,1
1014.3,2.92,24,15.9,31,28.98,20,3
1014.3,2.92,24,15.9,31,8.05,60,1
1014.3,2.92,24,15.9,31,8.05,150,1
1014.3,2.92,24,15.9,31,8.05,130,1
1014.3,2.92,24,15.9,31,14.49,330,1
1014.3,2.92,24,15.9,31,12.88,330,1
1014.3,2.92,24,15.9,31,3.22,220,1
1014.3,2.92,24,15.9,31,0,0,1
1014.3,2.92,24,15.9,31,11.27,340,1
1014.3,2.92,24,15.9,31,6.44,20,1
1014.3,2.92,24,15.9,31,16.1,90,3
1014.3,2.92,24,15.9,31,14.49,150,1
1014.3,2.92,24,15.9,31,9.66,120,1
1014.3,2.92,24,15.9,31,0,0,1
1014.3,2.92,24,15.9,31,9.45,61,1
1014.3,2.92,24,15.9,31,0.72,310,1
1014.3,2.92,24,15.9,31,1.26,26,1
1014.3,2.92,24,15.9,31,16,270,3
1014.3,2.92,24,15.9,31,9.19,311,1
1014.3,2.92,24,15.9,31,7.37,149,1
1014.3,2.92,24,15.9,31,9.29,262,1
1014.3,2.92,24,15.9,31,17.16,250,3
1014.3,2.92,24,15.9,31,0,0,1
1014.3,2.92,24,15.9,31,15.67,9,3
1014.3,2.92,24,15.9,31,17.71,350,3
1014.3,2.92,24,15.9,31,9.66,180,1
1014.3,2.92,24,15.9,31,7.82,297,1
1014.3,2.92,24,15.9,31,0,0,1
1014.3,2.92,24,15.9,31,9.66,50,1
1014.3,2.92,24,15.9,31,4.83,270,1
1014.3,2.92,24,15.9,31,9.66,290,1
1014.3,2.92,24,15.9,31,6.26,205,1
1014.3,2.92,24,15.9,31,3.16,188,1
1014.3,2.92,24,15.9,31,21.88,160,3
1014.3,2.92,24,15.9,31,10.38,282,1
1014.3,2.92,24,15.9,31,6.25,209,1
1014.3,2.92,24,15.9,31,6.42,280,1
1014.3,2.92,24,15.9,31,3.51,257,1
1014.3,2.92,24,15.9,31,16.45,10,3
1014.3,2.92,24,15.9,31,3.59,260,1
1014.3,2.92,24,15.9,31,11.53,160,1
1014.3,2.92,24,15.9,31,3.25,19,1
1014.3,2.92,24,15.9,31,19.13,8,3
1014.3,2.92,24,15.9,31,7.36,160,1
1014.3,2.92,24,15.9,31,3.22,300,1
1014.3,2.92,24,15.9,31,13.94,222,1
1014.3,2.92,24,15.9,31,7.44,83,1
1014.3,2.92,24,15.9,31,10.08,280,1
1014.3,2.92,24,15.9,31,15.34,350,3
1014.3,2.92,24,15.9,31,8.05,70,1
1014.3,2.92,24,15.9,31,8.82,211,1
1014.3,2.92,24,15.9,31,14.49,301,1
1014.3,2.92,24,15.9,31,24.63,192,3
1014.3,2.92,24,15.9,31,6.2,169,1
1014.3,2.92,24,15.9,31,19.46,352,3
1014.3,3.02,22.2,13.3,29,10.93,321,1
1014.3,3.02,22.2,13.3,29,5.43,249,1
1014.3,3.02,22.2,13.3,29,16.63,200,3
1014.3,3.02,22.2,13.3,29,7.5,350,1
1014.3,3.02,22.2,13.3,29,4.62,252,1
1014.3,3.02,22.2,13.3,29,11.09,112,1
1014.3,3.02,22.2,13.3,29,4.8,308,1
1014.3,3.02,22.2,13.3,29,10.11,148,1
1014.3,3.02,22.2,13.3,29,4.81,206,1
1014.3,3.02,22.2,13.3,29,21.56,338,3
1014.3,3.02,22.2,13.3,29,25.76,319,3
1014.3,3.02,22.2,13.3,29,9.56,287,1
1014.3,3.02,22.2,13.3,29,11.58,303,1
1014.3,3.02,22.2,13.3,29,7.7,0,1
1014.3,3.02,22.2,13.3,29,1.61,100,1
1014.3,3.02,22.2,13.3,29,4.83,90,1
1014.3,3.02,22.2,13.3,29,14.49,290,1
1014.3,3.02,22.2,13.3,29,14.49,150,1
1014.3,3.02,22.2,13.3,29,12.88,10,1
1014.3,3.02,22.2,13.3,29,13.85,64,1
1014.3,3.02,22.2,13.3,29,8.05,330,1
1014.3,3.02,22.2,13.3,29,11.27,150,1
1014.3,3.02,22.2,13.3,29,11.27,130,1
1014.3,3.02,22.2,13.3,29,28.98,300,3
1014.3,3.02,22.2,13.3,29,12.88,310,1
1014.3,3.02,22.2,13.3,29,9.66,280,1
1014.3,3.02,22.2,13.3,29,3.22,250,1
1014.3,3.02,22.2,13.3,29,6.44,260,1
1014.3,3.02,22.2,13.3,29,11.27,340,1
1014.3,3.02,22.2,13.3,29,14.49,350,1
1014.3,3.02,22.2,13.3,29,11.27,10,1
1014.3,3.02,22.2,13.3,29,16.1,30,3
1014.3,3.02,22.2,13.3,29,9.66,240,1
1014.3,3.02,22.2,13.3,29,11.27,170,1
1014.3,3.02,22.2,13.3,29,6.44,140,1
1014.3,3.02,22.2,13.3,29,14.49,240,1
1014.3,3.02,22.2,13.3,29,28.98,20,3
1014.3,3.02,22.2,13.3,29,8.05,60,1
1014.3,3.02,22.2,13.3,29,8.05,150,1
1014.3,3.02,22.2,13.3,29,8.05,130,1
1014.3,3.02,22.2,13.3,29,14.49,330,1
1014.3,3.02,22.2,13.3,29,12.88,330,1
