Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label
1005.7,1.47,18.9,16.5,23.3,9.8,42,0
1005.7,1.47,18.9,16.5,23.3,14.31,60,0
1005.7,1.47,18.9,16.5,23.3,10.71,159,0
1005.7,1.47,18.9,16.5,23.3,6.07,278,0
1005.7,1.47,18.9,16.5,23.3,2.21,164,0
1005.7,1.47,18.9,16.5,23.3,9.34,162,0
1005.7,0.41,11.7,9.5,13.7,8.18,287,0
1005.7,0.41,11.7,9.5,13.7,12.36,326,0
1005.7,0.41,11.7,9.5,13.7,11.27,170,0
1005.7,0.41,11.7,9.5,13.7,15.12,199,2
1005.7,0.41,11.7,9.5,13.7,35.42,150,2
1005.7,0.41,11.7,9.5,13.7,24.15,160,2
1005.7,0.41,11.7,9.5,13.7,24.15,320,2
1005.7,0.41,11.7,9.5,13.7,25.76,150,2
1005.7,0.41,11.7,9.5,13.7,8.05,190,0
1005.7,0.41,11.7,9.5,13.7,12.88,190,0
1005.7,0.41,11.7,9.5,13.7,24.15,150,2
1005.7,0.41,11.7,9.5,13.7,0,0,0
1005.7,0.41,11.7,9.5,13.7,16.1,160,2
1005.7,0.41,11.7,9.5,13.7,9.66,30,0
1005.7,0.41,11.7,9.5,13.7,17.71,180,2
1005.7,0.41,11.7,9.5,13.7,21.64,150,2
1005.7,0.41,11.7,9.5,13.7,10.59,252,0
1005.7,0.41,11.7,9.5,13.7,14.49,200,0
1005.7,0.41,11.7,9.5,13.7,17.71,290,2
1005.7,0.41,11.7,9.5,13.7,4.83,230,0
1005.7,0.41,11.7,9.5,13.7,25.18,291,2
1005.7,0.41,11.7,9.5,13.7,6.44,120,0
1005.7,0.41,11.7,9.5,13.7,16.1,280,2
1005.7,0.41,11.7,9.5,13.7,16.08,89,2
1005.7,0.41,11.7,9.5,13.7,13.97,160,0
1005.7,0.41,11.7,9.5,13.7,9.8,42,0
1005.7,0.41,11.7,9.5,13.7,14.31,60,0
1005.7,0.41,11.7,9.5,13.7,10.71,159,0
1005.7,0.41,11.7,9.5,13.7,6.07,278,0
1005.7,0.41,11.7,9.5,13.7,2.21,164,0
1005.7,0.41,11.7,9.5,13.7,9.34,162,0
1005.7,1.56,21,15.2,25.7,8.18,287,0
1005.7,1.56,21,15.2,25.7,12.36,326,0
1005.7,1.56,21,15.2,25.7,11.27,170,0
1005.7,1.56,21,15.2,25.7,15.12,199,2
1005.7,1.56,21,15.2,25.7,35.42,150,2
1005.7,1.56,21,15.2,25.7,24.15,160,2
1005.7,1.56,21,15.2,25.7,24.15,320,2
1005.7,1.56,21,15.2,25.7,25.76,150,2
1005.7,1.56,21,15.2,25.7,8.05,190,0
1005.7,1.56,21,15.2,25.7,12.88,190,0
1005.7,1.56,21,15.2,25.7,24.15,150,2
1005.7,1.56,21,15.2,25.7,0,0,0
1005.7,1.56,21,15.2,25.7,16.1,160,2
1005.7,1.56,21,15.2,25.7,9.66,30,0
1005.7,1.56,21,15.2,25.7,17.71,180,2
1005.7,1.56,21,15.2,25.7,21.64,150,2
1005.7,1.56,21,15.2,25.7,10.59,252,0
1005.7,1.56,21,15.2,25.7,14.49,200,0
1005.7,1.56,21,15.2,25.7,17.71,290,2
1005.7,1.56,21,15.2,25.7,4.83,230,0
1005.7,1.56,21,15.2,25.7,25.18,291,2
1005.7,1.56,21,15.2,25.7,6.44,120,0
1005.7,1.56,21,15.2,25.7,16.1,280,2
1005.7,1.56,21,15.2,25.7,16.08,89,2
1005.7,1.56,21,15.2,25.7,13.97,160,0
1005.7,1.56,21,15.2,25.7,9.8,42,0
1005.7,1.56,21,15.2,25.7,14.31,60,0
1005.7,1.56,21,15.2,25.7,10.71,159,0
1005.7,1.56,21,15.2,25.7,6.07,278,0
1005.7,1.56,21,15.2,25.7,2.21,164,0
1005.7,1.56,21,15.2,25.7,9.34,162,0
1005.7,2.76,10.9,7,15.6,8.18,287,0
1005.7,2.76,10.9,7,15.6,12.36,326,0
1005.7,2.76,10.9,7,15.6,11.27,170,0
1005.7,2.76,10.9,7,15.6,15.12,199,2
1005.7,2.76,10.9,7,15.6,35.42,150,2
1005.7,2.76,10.9,7,15.6,24.15,160,2
1005.7,2.76,10.9,7,15.6,24.15,320,2
1005.7,2.76,10.9,7,15.6,25.76,150,2
1005.7,2.76,10.9,7,15.6,8.05,190,0
1005.7,2.76,10.9,7,15.6,12.88,190,0
1005.7,2.76,10.9,7,15.6,24.15,150,2
1005.7,2.76,10.9,7,15.6,0,0,0
1005.7,2.76,10.9,7,15.6,16.1,160,2
1005.7,2.76,10.9,7,15.6,9.66,30,0
1005.7,2.76,10.9,7,15.6,17.71,180,2
1005.7,2.76,10.9,7,15.6,21.64,150,2
1005.7,2.76,10.9,7,15.6,10.59,252,0
1005.7,2.76,10.9,7,15.6,14.49,200,0
1005.7,2.76,10.9,7,15.6,17.71,290,2
1005.7,2.76,10.9,7,15.6,4.83,230,0
1005.7,2.76,10.9,7,15.6,25.18,291,2
1005.7,2.76,10.9,7,15.6,6.44,120,0
1005.7,2.76,10.9,7,15.6,16.1,280,2
1005.7,2.76,10.9,7,15.6,16.08,89,2
1005.7,2.76,10.9,7,15.6,13.97,160,0
1005.7,2.76,10.9,7,15.6,9.8,42,0
1005.7,2.76,10.9,7,15.6,14.31,60,0
1005.7,2.76,10.9,7,15.6,10.71,159,0
1005.7,2.76,10.9,7,15.6,6.07,278,0
1005.7,2.76,10.9,7,15.6,2.21,164,0
1005.7,2.76,10.9,7,15.6,9.34,162,0
1005.7,1.57,17.8,15.4,21.4,8.18,287,0
1005.7,1.57,17.8,15.4,21.4,12.36,326,0
1005.7,1.57,17.8,15.4,21.4,11.27,170,0
1005.7,1.57,17.8,15.4,21.4,15.12,199,2
1005.7,1.57,17.8,15.4,21.4,35.42,150,2
1005.7,1.57,17.8,15.4,21.4,24.15,160,2
1005.7,1.57,17.8,15.4,21.4,24.15,320,2
1005.7,1.57,17.8,15.4,21.4,25.76,150,2
1005.7,1.57,17.8,15.4,21.4,8.05,190,0
1005.7,1.57,17.8,15.4,21.4,12.88,190,0
1005.7,1.57,17.8,15.4,21.4,24.15,150,2
1005.7,1.57,17.8,15.4,21.4,0,0,0
1005.7,1.57,17.8,15.4,21.4,16.1,160,2
1005.7,1.57,17.8,15.4,21.4,9.66,30,0
1005.7,1.57,17.8,15.4,21.4,17.71,180,2
1005.7,1.57,17.8,15.4,21.4,21.64,150,2
1005.7,1.57,17.8,15.4,21.4,10.59,252,0
1005.7,1.57,17.8,15.4,21.4,14.49,200,0
1005.7,1.57,17.8,15.4,21.4,17.71,290,2
1005.7,1.57,17.8,15.4,21.4,4.83,230,0
1005.7,1.57,17.8,15.4,21.4,25.18,291,2
1005.7,1.57,17.8,15.4,21.4,6.44,120,0
1005.7,1.57,17.8,15.4,21.4,16.1,280,2
1005.7,1.57,17.8,15.4,21.4,16.08,89,2
1005.7,1.57,17.8,15.4,21.4,13.97,160,0
1005.7,1.57,17.8,15.4,21.4,9.8,42,0
1005.7,1.57,17.8,15.4,21.4,14.31,60,0
1005.7,1.57,17.8,15.4,21.4,10.71,159,0
1005.7,1.57,17.8,15.4,21.4,6.07,278,0
1005.7,1.57,17.8,15.4,21.4,2.21,164,0
1005.7,1.57,17.8,15.4,21.4,9.34,162,0
1005.7,1.21,17.3,13.6,21.7,8.18,287,0
1005.7,1.21,17.3,13.6,21.7,12.36,326,0
1005.7,1.21,17.3,13.6,21.7,11.27,170,0
1005.7,1.21,17.3,13.6,21.7,15.12,199,2
1005.7,1.21,17.3,13.6,21.7,35.42,150,2
1005.7,1.21,17.3,13.6,21.7,24.15,160,2
1005.7,1.21,17.3,13.6,21.7,24.15,320,2
1005.7,1.21,17.3,13.6,21.7,25.76,150,2
1005.7,1.21,17.3,13.6,21.7,8.05,190,0
1005.7,1.21,17.3,13.6,21.7,12.88,190,0
1005.7,1.21,17.3,13.6,21.7,24.15,150,2
1005.7,1.21,17.3,13.6,21.7,0,0,0
1005.7,1.21,17.3,13.6,21.7,16.1,160,2
1005.7,1.21,17.3,13.6,21.7,9.66,30,0
1005.7,1.21,17.3,13.6,21.7,17.71,180,2
1005.7,1.21,17.3,13.6,21.7,21.64,150,2
1005.7,1.21,17.3,13.6,21.7,10.59,252,0
1005.7,1.21,17.3,13.6,21.7,14.49,200,0
1005.7,1.21,17.3,13.6,21.7,17.71,290,2
1005.7,1.21,17.3,13.6,21.7,4.83,230,0
1005.7,1.21,17.3,13.6,21.7,25.18,291,2
1005.7,1.21,17.3,13.6,21.7,6.44,120,0
1005.7,1.21,17.3,13.6,21.7,16.1,280,2
1005.7,1.21,17.3,13.6,21.7,16.08,89,2
1005.7,1.21,17.3,13.6,21.7,13.97,160,0
1005.7,1.21,17.3,13.6,21.7,9.8,42,0
1005.7,1.21,17.3,13.6,21.7,14.31,60,0
1005.7,1.21,17.3,13.6,21.7,10.71,159,0
1005.7,1.21,17.3,13.6,21.7,6.07,278,0
1005.7,1.21,17.3,13.6,21.7,2.21,164,0
1005.7,1.21,17.3,13.6,21.7,9.34,162,0
1005.7,1.03,14,11.4,16.6,8.18,287,0
1005.7,1.03,14,11.4,16.6,12.36,326,0
1005.7,1.03,14,11.4,16.6,11.27,170,0
1005.7,1.03,14,11.4,16.6,15.12,199,2
1005.7,1.03,14,11.4,16.6,35.42,150,2
1005.7,1.03,14,11.4,16.6,24.15,160,2
1005.7,1.03,14,11.4,16.6,24.15,320,2
1005.7,1.03,14,11.4,16.6,25.76,150,2
1005.7,1.03,14,11.4,16.6,8.05,190,0
1005.7,1.03,14,11.4,16.6,12.88,190,0
1005.7,1.03,14,11.4,16.6,24.15,150,2
1005.7,1.03,14,11.4,16.6,0,0,0
1005.7,1.03,14,11.4,16.6,16.1,160,2
1005.7,1.03,14,11.4,16.6,9.66,30,0
1005.7,1.03,14,11.4,16.6,17.71,180,2
1005.7,1.03,14,11.4,16.6,21.64,150,2
1005.7,1.03,14,11.4,16.6,10.59,252,0
1005.7,1.03,14,11.4,16.6,14.49,200,0
1005.7,1.03,14,11.4,16.6,17.71,290,2
1005.7,1.03,14,11.4,16.6,4.83,230,0
1005.7,1.03,14,11.4,16.6,25.18,291,2
1005.7,1.03,14,11.4,16.6,6.44,120,0
1005.7,1.03,14,11.4,16.6,16.1,280,2
1005.7,1.03,14,11.4,16.6,16.08,89,2
1005.7,1.03,14,11.4,16.6,13.97,160,0
1005.7,1.03,14,11.4,16.6,9.8,42,0
1005.7,1.03,14,11.4,16.6,14.31,60,0
1005.7,1.03,14,11.4,16.6,10.71,159,0
1005.7,1.03,14,11.4,16.6,6.07,278,0
1005.7,1.03,14,11.4,16.6,2.21,164,0
1005.7,1.03,14,11.4,16.6,9.34,162,0
1005.7,1.84,18.4,14.6,23.8,8.18,287,0
1005.7,1.84,18.4,14.6,23.8,12.36,326,0
1005.7,1.84,18.4,14.6,23.8,11.27,170,0
1005.7,1.84,18.4,14.6,23.8,15.12,199,2
1005.7,1.84,18.4,14.6,23.8,35.42,150,2
1005.7,1.84,18.4,14.6,23.8,24.15,160,2
1005.7,1.84,18.4,14.6,23.8,24.15,320,2
1005.7,1.84,18.4,14.6,23.8,25.76,150,2
1005.7,1.84,18.4,14.6,23.8,8.05,190,0
1005.7,1.84,18.4,14.6,23.8,12.88,190,0
1005.7,1.84,18.4,14.6,23.8,24.15,150,2
1005.7,1.84,18.4,14.6,23.8,0,0,0
1005.7,1.84,18.4,14.6,23.8,16.1,160,2
1005.7,1.84,18.4,14.6,23.8,9.66,30,0
1005.7,1.84,18.4,14.6,23.8,17.71,180,2
1005.7,1.84,18.4,14.6,23.8,21.64,150,2
1005.7,1.84,18.4,14.6,23.8,10.59,252,0
1005.7,1.84,18.4,14.6,23.8,14.49,200,0
1005.7,1.84,18.4,14.6,23.8,17.71,290,2
1005.7,1.84,18.4,14.6,23.8,4.83,230,0
1005.7,1.84,18.4,14.6,23.8,25.18,291,2
1005.7,1.84,18.4,14.6,23.8,6.44,120,0
1005.7,1.84,18.4,14.6,23.8,16.1,280,2
1005.7,1.84,18.4,14.6,23.8,16.08,89,2
1005.7,1.84,18.4,14.6,23.8,13.97,160,0
1005.7,1.84,18.4,14.6,23.8,9.8,42,0
1005.7,1.84,18.4,14.6,23.8,14.31,60,0
1005.7,1.84,18.4,14.6,23.8,10.71,159,0
1005.7,1.84,18.4,14.6,23.8,6.07,278,0
1005.7,1.84,18.4,14.6,23.8,2.21,164,0
1005.7,1.84,18.4,14.6,23.8,9.34,162,0
1005.7,0.69,15.1,12.5,21.1,8.18,287,0
1005.7,0.69,15.1,12.5,21.1,12.36,326,0
1005.7,0.69,15.1,12.5,21.1,11.27,170,0
1005.7,0.69,15.1,12.5,21.1,15.12,199,2
1005.7,0.69,15.1,12.5,21.1,35.42,150,2
1005.7,0.69,15.1,12.5,21.1,24.15,160,2
1005.7,0.69,15.1,12.5,21.1,24.15,320,2
1005.7,0.69,15.1,12.5,21.1,25.76,150,2
1005.7,0.69,15.1,12.5,21.1,8.05,190,0
1005.7,0.69,15.1,12.5,21.1,12.88,190,0
1005.7,0.69,15.1,12.5,21.1,24.15,150,2
1005.7,0.69,15.1,12.5,21.1,0,0,0
1005.7,0.69,15.1,12.5,21.1,16.1,160,2
1005.7,0.69,15.1,12.5,21.1,9.66,30,0
1005.7,0.69,15.1,12.5,21.1,17.71,180,2
1005.7,0.69,15.1,12.5,21.1,21.64,150,2
1005.7,0.69,15.1,12.5,21.1,10.59,252,0
1005.7,0.69,15.1,12.5,21.1,14.49,200,0
1005.7,0.69,15.1,12.5,21.1,17.71,290,2
1005.7,0.69,15.1,12.5,21.1,4.83,230,0
1005.7,0.69,15.1,12.5,21.1,25.18,291,2
1005.7,0.69,15.1,12.5,21.1,6.44,120,0
1005.7,0.69,15.1,12.5,21.1,16.1,280,2
1005.7,0.69,15.1,12.5,21.1,16.08,89,2
1005.7,0.69,15.1,12.5,21.1,13.97,160,0
1005.7,0.69,15.1,12.5,21.1,9.8,42,0
1005.7,0.69,15.1,12.5,21.1,14.31,60,0
1005.7,0.69,15.1,12.5,21.1,10.71,159,0
1005.7,0.69,15.1,12.5,21.1,6.07,278,0
1005.7,0.69,15.1,12.5,21.1,2.21,164,0
1005.7,0.69,15.1,12.5,21.1,9.34,162,0
1005.7,0.2,9.6,7.6,12.2,8.18,287,0
1005.7,0.2,9.6,7.6,12.2,12.36,326,0
1005.7,0.2,9.6,7.6,12.2,11.27,170,0
1005.7,0.2,9.6,7.6,12.2,15.12,199,2
1005.7,0.2,9.6,7.6,12.2,35.42,150,2
1005.7,0.2,9.6,7.6,12.2,24.15,160,2
1005.7,0.2,9.6,7.6,12.2,24.15,320,2
1005.7,0.2,9.6,7.6,12.2,25.76,150,2
1005.7,0.2,9.6,7.6,12.2,8.05,190,0
1005.7,0.2,9.6,7.6,12.2,12.88,190,0
1005.7,0.2,9.6,7.6,12.2,24.15,150,2
1005.7,0.2,9.6,7.6,12.2,0,0,0
1005.7,0.2,9.6,7.6,12.2,16.1,160,2
1005.7,0.2,9.6,7.6,12.2,9.66,30,0
1005.7,0.2,9.6,7.6,12.2,17.71,180,2
1005.7,0.2,9.6,7.6,12.2,21.64,150,2
1005.7,0.2,9.6,7.6,12.2,10.59,252,0
1005.7,0.2,9.6,7.6,12.2,14.49,200,0
1005.7,0.2,9.6,7.6,12.2,17.71,290,2
1005.7,0.2,9.6,7.6,12.2,4.83,230,0
1005.7,0.2,9.6,7.6,12.2,25.18,291,2
1005.7,0.2,9.6,7.6,12.2,6.44,120,0
1005.7,0.2,9.6,7.6,12.2,16.1,280,2
1005.7,0.2,9.6,7.6,12.2,16.08,89,2
1005.7,0.2,9.6,7.6,12.2,13.97,160,0
1005.7,0.2,9.6,7.6,12.2,9.8,42,0
1005.7,0.2,9.6,7.6,12.2,14.31,60,0
1005.7,0.2,9.6,7.6,12.2,10.71,159,0
1005.7,0.2,9.6,7.6,12.2,6.07,278,0
1005.7,0.2,9.6,7.6,12.2,2.21,164,0
1005.7,0.2,9.6,7.6,12.2,9.34,162,0
1005.7,1.52,13.1,8.9,16,8.18,287,0
1005.7,1.52,13.1,8.9,16,12.36,326,0
1005.7,1.52,13.1,8.9,16,11.27,170,0
1005.7,1.52,13.1,8.9,16,15.12,199,2
1005.7,1.52,13.1,8.9,16,35.42,150,2
1005.7,1.52,13.1,8.9,16,24.15,160,2
1005.7,1.52,13.1,8.9,16,24.15,320,2
1005.7,1.52,13.1,8.9,16,25.76,150,2
1005.7,1.52,13.1,8.9,16,8.05,190,0
1005.7,1.52,13.1,8.9,16,12.88,190,0
1005.7,1.52,13.1,8.9,16,24.15,150,2
1005.7,1.52,13.1,8.9,16,0,0,0
1005.7,1.52,13.1,8.9,16,16.1,160,2
1005.7,1.52,13.1,8.9,16,9.66,30,0
1005.7,1.52,13.1,8.9,16,17.71,180,2
1005.7,1.52,13.1,8.9,16,21.64,150,2
1005.7,1.52,13.1,8.9,16,10.59,252,0
1005.7,1.52,13.1,8.9,16,14.49,200,0
1005.7,1.52,13.1,8.9,16,17.71,290,2
1005.7,1.52,13.1,8.9,16,4.83,230,0
1005.7,1.52,13.1,8.9,16,25.18,291,2
1005.7,1.52,13.1,8.9,16,6.44,120,0
1005.7,1.52,13.1,8.9,16,16.1,280,2
1005.7,1.52,13.1,8.9,16,16.08,89,2
1005.7,1.52,13.1,8.9,16,13.97,160,0
1005.7,1.52,13.1,8.9,16,9.8,42,0
1005.7,1.52,13.1,8.9,16,14.31,60,0
1005.7,1.52,13.1,8.9,16,10.71,159,0
1005.7,1.52,13.1,8.9,16,6.07,278,0
1005.7,1.52,13.1,8.9,16,2.21,164,0
1005.7,1.52,13.1,8.9,16,9.34,162,0
1005.7,0.83,16.3,11.8,19.5,8.18,287,0
1005.7,0.83,16.3,11.8,19.5,12.36,326,0
1005.7,0.83,16.3,11.8,19.5,11.27,170,0
1005.7,0.83,16.3,11.8,19.5,15.12,199,2
1005.7,0.83,16.3,11.8,19.5,35.42,150,2
1005.7,0.83,16.3,11.8,19.5,24.15,160,2
1005.7,0.83,16.3,11.8,19.5,24.15,320,2
1005.7,0.83,16.3,11.8,19.5,25.76,150,2
1005.7,0.83,16.3,11.8,19.5,8.05,190,0
1005.7,0.83,16.3,11.8,19.5,12.88,190,0
1005.7,0.83,16.3,11.8,19.5,24.15,150,2
1005.7,0.83,16.3,11.8,19.5,0,0,0
1005.7,0.83,16.3,11.8,19.5,16.1,160,2
1005.7,0.83,16.3,11.8,19.5,9.66,30,0
1005.7,0.83,16.3,11.8,19.5,17.71,180,2
1005.7,0.83,16.3,11.8,19.5,21.64,150,2
1005.7,0.83,16.3,11.8,19.5,10.59,252,0
1005.7,0.83,16.3,11.8,19.5,14.49,200,0
1005.7,0.83,16.3,11.8,19.5,17.71,290,2
1005.7,0.83,16.3,11.8,19.5,4.83,230,0
1005.7,0.83,16.3,11.8,19.5,25.18,291,2
1005.7,0.83,16.3,11.8,19.5,6.44,120,0
1005.7,0.83,16.3,11.8,19.5,16.1,280,2
1005.7,0.83,16.3,11.8,19.5,16.08,89,2
1005.7,0.83,16.3,11.8,19.5,13.97,160,0
1005.7,0.83,16.3,11.8,19.5,9.8,42,0
1005.7,0.83,16.3,11.8,19.5,14.31,60,0
1005.7,0.83,16.3,11.8,19.5,10.71,159,0
1005.7,0.83,16.3,11.8,19.5,6.07,278,0
1005.7,0.83,16.3,11.8,19.5,2.21,164,0
1005.7,0.83,16.3,11.8,19.5,9.34,162,0
1005.7,0.16,11.6,8.5,12.1,8.18,287,0
1005.7,0.16,11.6,8.5,12.1,12.36,326,0
1005.7,0.16,11.6,8.5,12.1,11.27,170,0
1005.7,0.16,11.6,8.5,12.1,15.12,199,2
1005.7,0.16,11.6,8.5,12.1,35.42,150,2
1005.7,0.16,11.6,8.5,12.1,24.15,160,2
1005.7,0.16,11.6,8.5,12.1,24.15,320,2
1005.7,0.16,11.6,8.5,12.1,25.76,150,2
1005.7,0.16,11.6,8.5,12.1,8.05,190,0
1005.7,0.16,11.6,8.5,12.1,12.88,190,0
1005.7,0.16,11.6,8.5,12.1,24.15,150,2
1005.7,0.16,11.6,8.5,12.1,0,0,0
1005.7,0.16,11.6,8.5,12.1,16.1,160,2
1005.7,0.16,11.6,8.5,12.1,9.66,30,0
1005.7,0.16,11.6,8.5,12.1,17.71,180,2
1005.7,0.16,11.6,8.5,12.1,21.64,150,2
1005.7,0.16,11.6,8.5,12.1,10.59,252,0
1005.7,0.16,11.6,8.5,12.1,14.49,200,0
1005.7,0.16,11.6,8.5,12.1,17.71,290,2
1005.7,0.16,11.6,8.5,12.1,4.83,230,0
1005.7,0.16,11.6,8.5,12.1,25.18,291,2
1005.7,0.16,11.6,8.5,12.1,6.44,120,0
1005.7,0.16,11.6,8.5,12.1,16.1,280,2
1005.7,0.16,11.6,8.5,12.1,16.08,89,2
1005.7,0.16,11.6,8.5,12.1,13.97,160,0
1005.7,0.16,11.6,8.5,12.1,9.8,42,0
1005.7,0.16,11.6,8.5,12.1,14.31,60,0
1005.7,0.16,11.6,8.5,12.1,10.71,159,0
1005.7,0.16,11.6,8.5,12.1,6.07,278,0
1005.7,0.16,11.6,8.5,12.1,2.21,164,0
1005.7,0.16,11.6,8.5,12.1,9.34,162,0
1005.7,1.11,9.8,6.3,15.3,8.18,287,0
1005.7,1.11,9.8,6.3,15.3,12.36,326,0
1005.7,1.11,9.8,6.3,15.3,11.27,170,0
1005.7,1.11,9.8,6.3,15.3,15.12,199,2
1005.7,1.11,9.8,6.3,15.3,35.42,150,2
1005.7,1.11,9.8,6.3,15.3,24.15,160,2
1005.7,1.11,9.8,6.3,15.3,24.15,320,2
1005.7,1.11,9.8,6.3,15.3,25.76,150,2
1005.7,1.11,9.8,6.3,15.3,8.05,190,0
1005.7,1.11,9.8,6.3,15.3,12.88,190,0
1005.7,1.11,9.8,6.3,15.3,24.15,150,2
1005.7,1.11,9.8,6.3,15.3,0,0,0
1005.7,1.11,9.8,6.3,15.3,16.1,160,2
1005.7,1.11,9.8,6.3,15.3,9.66,30,0
1005.7,1.11,9.8,6.3,15.3,17.71,180,2
1005.7,1.11,9.8,6.3,15.3,21.64,150,2
1005.7,1.11,9.8,6.3,15.3,10.59,252,0
1005.7,1.11,9.8,6.3,15.3,14.49,200,0
1005.7,1.11,9.8,6.3,15.3,17.71,290,2
1005.7,1.11,9.8,6.3,15.3,4.83,230,0
1005.7,1.11,9.8,6.3,15.3,25.18,291,2
1005.7,1.11,9.8,6.3,15.3,6.44,120,0
1005.7,1.11,9.8,6.3,15.3,16.1,280,2
1005.7,1.11,9.8,6.3,15.3,16.08,89,2
1005.7,1.11,9.8,6.3,15.3,13.97,160,0
1005.7,1.11,9.8,6.3,15.3,9.8,42,0
1005.7,1.11,9.8,6.3,15.3,14.31,60,0
1005.7,1.11,9.8,6.3,15.3,10.71,159,0
1005.7,1.11,9.8,6.3,15.3,6.07,278,0
1005.7,1.11,9.8,6.3,15.3,2.21,164,0
1005.7,1.11,9.8,6.3,15.3,9.34,162,0
1005.7,1.5,9.1,1.3,14.5,8.18,287,0
1005.7,1.5,9.1,1.3,14.5,12.36,326,0
1005.7,1.5,9.1,1.3,14.5,11.27,170,0
1005.7,1.5,9.1,1.3,14.5,15.12,199,2
1005.7,1.5,9.1,1.3,14.5,35.42,150,2
1005.7,1.5,9.1,1.3,14.5,24.15,160,2
1005.7,1.5,9.1,1.3,14.5,24.15,320,2
1005.7,1.5,9.1,1.3,14.5,25.76,150,2
1005.7,1.5,9.1,1.3,14.5,8.05,190,0
1005.7,1.5,9.1,1.3,14.5,12.88,190,0
1005.7,1.5,9.1,1.3,14.5,24.15,150,2
1005.7,1.5,9.1,1.3,14.5,0,0,0
1005.7,1.5,9.1,1.3,14.5,16.1,160,2
1005.7,1.5,9.1,1.3,14.5,9.66,30,0
1005.7,1.5,9.1,1.3,14.5,17.71,180,2
1005.7,1.5,9.1,1.3,14.5,21.64,150,2
1005.7,1.5,9.1,1.3,14.5,10.59,252,0
1005.7,1.5,9.1,1.3,14.5,14.49,200,0
1005.7,1.5,9.1,1.3,14.5,17.71,290,2
1005.7,1.5,9.1,1.3,14.5,4.83,230,0
1005.7,1.5,9.1,1.3,14.5,25.18,291,2
1005.7,1.5,9.1,1.3,14.5,6.44,120,0
1005.7,1.5,9.1,1.3,14.5,16.1,280,2
1005.7,1.5,9.1,1.3,14.5,16.08,89,2
1005.7,1.5,9.1,1.3,14.5,13.97,160,0
1005.7,1.5,9.1,1.3,14.5,9.8,42,0
1005.7,1.5,9.1,1.3,14.5,14.31,60,0
1005.7,1.5,9.1,1.3,14.5,10.71,159,0
1005.7,1.5,9.1,1.3,14.5,6.07,278,0
1005.7,1.5,9.1,1.3,14.5,2.21,164,0
1005.7,1.5,9.1,1.3,14.5,9.34,162,0
1005.7,0.48,11.9,10,13.9,8.18,287,0
1005.7,0.48,11.9,10,13.9,12.36,326,0
1005.7,0.48,11.9,10,13.9,11.27,170,0
1005.7,0.48,11.9,10,13.9,15.12,199,2
1005.7,0.48,11.9,10,13.9,35.42,150,2
1005.7,0.48,11.9,10,13.9,24.15,160,2
1005.7,0.48,11.9,10,13.9,24.15,320,2
1005.7,0.48,11.9,10,13.9,25.76,150,2
1005.7,0.48,11.9,10,13.9,8.05,190,0
1005.7,0.48,11.9,10,13.9,12.88,190,0
1005.7,0.48,11.9,10,13.9,24.15,150,2
1005.7,0.48,11.9,10,13.9,0,0,0
1005.7,0.48,11.9,10,13.9,16.1,160,2
1005.7,0.48,11.9,10,13.9,9.66,30,0
1005.7,0.48,11.9,10,13.9,17.71,180,2
1005.7,0.48,11.9,10,13.9,21.64,150,2
1005.7,0.48,11.9,10,13.9,10.59,252,0
1005.7,0.48,11.9,10,13.9,14.49,200,0
1005.7,0.48,11.9,10,13.9,17.71,290,2
1005.7,0.48,11.9,10,13.9,4.83,230,0
1005.7,0.48,11.9,10,13.9,25.18,291,2
1005.7,0.48,11.9,10,13.9,6.44,120,0
1005.7,0.48,11.9,10,13.9,16.1,280,2
1005.7,0.48,11.9,10,13.9,16.08,89,2
1005.7,0.48,11.9,10,13.9,13.97,160,0
1005.7,0.48,11.9,10,13.9,9.8,42,0
1005.7,0.48,11.9,10,13.9,14.31,60,0
1005.7,0.48,11.9,10,13.9,10.71,159,0
1005.7,0.48,11.9,10,13.9,6.07,278,0
1005.7,0.48,11.9,10,13.9,2.21,164,0
1005.7,0.48,11.9,10,13.9,9.34,162,0
1005.7,1.62,13.6,10.5,17.8,8.18,287,0
1005.7,1.62,13.6,10.5,17.8,12.36,326,0
1005.7,1.62,13.6,10.5,17.8,11.27,170,0
1005.7,1.62,13.6,10.5,17.8,15.12,199,2
1005.7,1.62,13.6,10.5,17.8,35.42,150,2
1005.7,1.62,13.6,10.5,17.8,24.15,160,2
1005.7,1.62,13.6,10.5,17.8,24.15,320,2
1005.7,1.62,13.6,10.5,17.8,25.76,150,2
1005.7,1.62,13.6,10.5,17.8,8.05,190,0
1005.7,1.62,13.6,10.5,17.8,12.88,190,0
1005.7,1.62,13.6,10.5,17.8,24.15,150,2
1005.7,1.62,13.6,10.5,17.8,0,0,0
1005.7,1.62,13.6,10.5,17.8,16.1,160,2
1005.7,1.62,13.6,10.5,17.8,9.66,30,0
1005.7,1.62,13.6,10.5,17.8,17.71,180,2
1005.7,1.62,13.6,10.5,17.8,21.64,150,2
1005.7,1.62,13.6,10.5,17.8,10.59,252,0
1005.7,1.62,13.6,10.5,17.8,14.49,200,0
1005.7,1.62,13.6,10.5,17.8,17.71,290,2
1005.7,1.62,13.6,10.5,17.8,4.83,230,0
1005.7,1.62,13.6,10.5,17.8,25.18,291,2
